774,1,960
774,1,1792
774,1,1494
774,1,1718
774,1,1028
774,1,30
590,2,892
590,2,10
590,2,756
590,2,1143
590,2,1215
590,2,1327
590,2,705
590,2,1216
590,2,1606
3504,3,1852
3504,3,285
3504,3,471
3504,3,420
3504,3,1688
3504,3,2000
3504,3,785
3504,3,595
3504,3,48
2709,4,1838
2352,5,1453
2352,5,411
2352,5,937
2352,5,1899
2352,5,217
2352,5,771
2352,5,1218
2352,5,723
1701,6,1980
1701,6,692
1701,6,1315
1701,6,128
1701,6,1010
567,7,607
567,7,141
567,7,1367
567,7,1755
567,7,1165
567,7,356
567,7,951
2928,8,1138
2928,8,1512
2928,8,951
3339,9,1326
3339,9,210
3339,9,1843
3339,9,692
3339,9,750
1825,10,596
1825,10,1135
1825,10,1523
1825,10,796
1825,10,1781
1825,10,1990
1825,10,102
1825,10,389
1825,10,1254
3369,11,1487
1145,12,1467
1145,12,1416
1011,13,123
843,14,29
843,14,909
843,14,1373
843,14,148
843,14,404
1747,15,1066
1747,15,321
1747,15,1927
1747,15,1850
1747,15,672
1747,15,1991
391,16,876
3579,17,1539
3579,17,404
3579,17,1209
2392,18,1658
2392,18,1442
2392,18,751
2392,18,1476
2392,18,1811
2392,18,378
2392,18,1397
2392,18,703
2963,19,1383
2963,19,299
2963,19,1736
2963,19,1230
2963,19,87
2963,19,1954
1224,20,1739
620,21,154
2181,22,598
2181,22,1003
2181,22,647
2181,22,628
3494,23,1888
3494,23,132
3494,23,1050
290,24,645
290,24,1011
290,24,581
290,24,1103
290,24,230
290,24,759
2037,25,1065
2037,25,791
2037,25,1416
2037,25,1247
2037,25,983
2037,25,994
2037,25,1571
3823,26,749
3823,26,1487
112,27,1279
3458,28,1708
3458,28,253
3458,28,1235
3458,28,132
3458,28,1249
3458,28,639
3458,28,1322
2107,29,1802
2107,29,1261
2107,29,508
2107,29,1711
2107,29,856
2107,29,605
2107,29,452
2107,29,222
1137,30,1580
1137,30,1231
1137,30,1714
1137,30,1728
1137,30,500
1137,30,1970
1137,30,163
1137,30,854
1137,30,518
587,31,161
587,31,118
587,31,1830
587,31,866
587,31,1675
587,31,1685
587,31,796
587,31,9
587,31,1910
2343,32,1891
2343,32,1781
2343,32,1882
2343,32,1573
2343,32,285
2343,32,766
2343,32,836
3421,33,1325
3421,33,1606
3421,33,1372
3421,33,1379
3421,33,1556
3421,33,1738
3421,33,1414
3421,33,1104
1100,34,1240
1100,34,1845
1100,34,1390
1100,34,312
1100,34,1043
1100,34,213
1100,34,884
1100,34,1565
1100,34,1949
843,35,1502
1245,36,505
615,37,1879
615,37,1560
615,37,1314
615,37,911
615,37,1329
615,37,1273
615,37,845
615,37,1082
1022,38,74
1022,38,394
1022,38,779
1022,38,142
2578,39,1395
2578,39,1369
2578,39,1672
2578,39,400
2578,39,1752
2578,39,1975
2298,40,1417
2298,40,572
2298,40,816
2298,40,1421
2298,40,1793
2298,40,795
1553,41,1468
1553,41,1473
1553,41,279
1553,41,546
1472,42,1815
2620,43,181
2620,43,152
2620,43,711
2620,43,1395
2620,43,790
2620,43,1352
2620,43,398
2620,44,1091
1857,45,1062
1857,45,1386
1857,45,778
1857,45,1620
1857,45,122
1857,45,1569
1857,45,644
1760,46,1518
1760,46,700
1760,46,1885
1760,46,1995
1760,46,1126
1760,46,774
107,47,38
107,47,912
107,47,1874
107,47,1455
3502,48,159
3502,48,925
3502,48,1179
3502,48,1633
3502,48,688
3502,48,535
3084,49,234
3084,49,1258
3084,49,367
3084,49,1804
3084,49,1931
3084,49,1804
3084,49,1907
3084,49,1781
2468,50,1465
2468,50,342
2468,50,962
3422,51,1147
3422,51,1525
3422,51,1456
2591,52,145
2591,52,1354
1485,53,1277
1485,53,410
1485,53,564
608,54,698
1659,55,1091
2631,56,1141
2631,56,932
2631,56,854
2631,56,974
2631,56,1132
3457,57,1729
3457,57,1494
3457,57,1532
3651,58,216
3651,58,1647
3651,58,340
3651,58,1315
360,59,1616
360,59,286
360,59,693
360,59,1957
360,59,108
360,59,1275
360,59,43
2616,60,1653
2202,61,430
2202,61,1565
2202,61,962
2202,61,206
2202,61,1512
2847,62,1284
2847,62,1893
2847,62,580
2847,62,581
2847,62,1425
2847,62,1094
2847,62,1905
2494,63,1492
2494,63,410
2494,63,1820
2494,63,1837
2494,63,979
2494,63,1779
2494,63,366
2494,63,407
2501,64,70
2501,64,1089
2501,64,123
2501,64,256
2501,64,101
2501,64,1321
2615,65,444
2615,65,333
2615,65,1016
2615,65,871
1504,66,1467
1504,66,1287
1504,66,1029
1504,66,1475
1504,66,932
1504,66,225
1504,66,1643
1504,66,218
157,67,136
157,67,423
157,67,1183
157,67,1237
157,67,1381
157,67,1832
157,67,597
157,67,757
157,67,1545
1553,68,392
1553,68,381
1553,68,608
1553,68,397
1553,68,1543
1553,68,1763
1706,69,990
1706,69,477
1706,69,186
1706,69,1788
1706,69,120
2989,70,1820
2989,70,400
2989,70,103
2817,71,1107
2817,71,1752
2817,71,611
2817,71,964
2817,71,1304
2817,71,1538
2817,71,440
2683,72,1396
2683,72,873
2683,72,1272
2683,72,954
404,73,1836
404,73,748
3257,74,514
3257,74,417
3257,74,1693
3257,74,1776
3257,74,1219
3257,74,348
3257,74,712
3257,74,371
3257,74,1247
2091,75,1939
2091,75,1681
2091,75,749
2091,75,342
2091,75,1484
2091,75,62
2091,75,1626
2091,75,1637
2091,75,1438
3662,76,1547
915,77,1839
915,77,486
854,78,457
854,78,1613
854,78,664
854,78,1984
854,78,1294
854,78,1626
854,78,734
1592,79,1798
1592,79,1881
1592,79,1699
889,80,1249
889,80,33
889,80,280
889,80,584
889,80,1123
889,80,1215
3274,81,1034
3274,81,14
3609,82,102
3609,82,49
3609,82,1939
3609,82,1413
3609,82,1645
3609,82,1195
3609,82,1689
1407,83,1253
1407,83,768
1407,83,578
1407,83,1768
1407,83,1864
41,84,875
41,84,666
41,84,998
41,84,79
41,84,467
41,84,1719
41,84,1218
41,84,153
1995,85,609
1995,85,1866
1995,85,433
1995,85,1122
1995,85,501
1995,85,1455
1995,85,463
1995,85,894
116,86,1239
465,87,1920
465,87,160
465,87,560
465,87,982
465,87,1850
1903,88,1097
1903,88,1589
1903,88,1186
1903,88,637
1903,88,536
1903,88,1438
1903,88,1550
1903,88,352
1903,88,84
545,89,1638
545,89,1560
3126,90,486
3126,90,47
3126,90,62
3126,90,1431
3126,90,361
3126,90,365
3126,90,270
3126,90,1052
636,91,59
636,91,1637
1388,92,1742
1388,92,1891
1388,92,307
1388,92,1601
1388,92,146
1388,92,1645
2688,93,1899
2688,93,1457
2688,93,545
2402,94,460
2402,94,1384
2402,94,1343
2402,94,476
3593,95,1075
3593,95,674
3593,95,339
3692,96,1301
3692,96,541
3692,96,129
3692,96,1719
3692,96,89
3692,96,42
3692,96,1237
3692,96,1209
2561,97,1736
2561,97,847
2561,97,43
2561,97,85
2561,97,539
2561,97,490
2561,97,1013
1470,98,675
1470,98,580
1470,98,1986
1470,98,138
1470,98,602
1470,98,1300
1470,98,526
1470,98,436
2530,99,1518
2530,99,115
2530,99,1389
2530,99,1136
2530,99,163
2540,100,1187
2540,100,1958
2540,100,85
2540,100,511
2540,100,1590
2540,100,1801
826,101,708
826,101,1337
826,101,448
826,101,694
826,101,1331
826,101,565
1164,102,214
2688,103,983
1163,104,1748
1163,104,1661
1163,104,610
1163,104,301
1163,104,1379
1163,104,1987
1163,104,824
1036,105,378
1036,105,1527
1036,105,967
340,106,1148
340,106,818
340,106,827
340,106,1647
340,106,567
340,106,1233
340,106,1313
340,106,1909
340,106,402
2493,107,211
1268,108,624
1268,108,1130
1268,108,1991
1268,108,737
1268,108,770
1268,108,1756
1268,108,787
1268,108,1019
3107,109,416
3107,109,635
1332,110,286
1332,110,1650
1332,110,1989
1332,110,215
1332,110,530
1332,110,1153
3877,111,1044
3877,111,606
3877,111,622
3877,111,1530
3877,111,779
3877,111,1449
3877,111,183
3877,111,1507
3877,111,1276
378,112,687
378,112,459
1367,113,412
1367,113,671
1367,113,1004
1786,114,964
1786,114,1399
1110,115,1640
1110,115,1591
1110,115,522
1110,115,1906
1110,115,1035
1110,115,513
1110,115,983
1110,115,1652
1536,116,864
1536,116,1950
1536,116,11
1536,116,824
1536,116,376
2712,117,1675
2712,117,999
2712,117,298
2712,117,1077
2712,117,134
2712,117,396
2712,117,400
2712,117,1187
2720,118,1857
2720,118,518
2720,118,124
2720,118,297
2720,118,719
2720,118,764
2720,118,1370
2720,118,761
2720,118,1350
2112,119,1493
2112,119,1656
2112,119,558
2112,119,109
2112,119,1526
2112,119,565
2112,119,650
2112,119,1764
580,120,1568
580,120,904
580,120,867
580,120,1610
580,120,646
580,120,1419
190,121,262
2276,122,155
2276,122,129
1007,123,538
1007,123,1834
1007,123,569
1007,123,942
1007,123,690
2069,124,1109
2069,124,1020
2069,124,1447
2069,124,903
2069,124,1098
2069,124,1769
2069,124,246
2069,124,225
3166,125,1489
3166,125,720
3166,125,1172
3166,125,1265
3166,125,966
3166,125,372
3166,125,219
3166,125,444
2831,126,1089
2831,126,1614
1254,127,21
1254,127,1075
1254,127,25
1254,127,1772
1254,127,306
1254,127,1071
898,128,195
898,128,1013
898,128,657
898,128,502
898,128,1068
898,128,957
898,128,1350
898,128,1166
898,128,1845
595,129,205
595,129,1653
2614,130,199
2614,130,738
2614,130,1041
2614,130,790
2614,130,1262
2614,130,1627
2975,131,1638
2975,131,548
2975,131,350
1656,132,1089
1656,132,638
2794,133,113
2794,133,1905
2794,133,616
2794,133,738
2794,133,1923
2794,133,522
2332,134,676
2332,134,44
2332,134,1262
2332,134,1440
2332,134,1048
2332,134,1184
2332,134,62
1399,135,46
1399,135,1094
1399,135,565
1399,135,1671
1399,135,593
1399,135,812
1399,135,779
648,136,1477
648,136,1514
648,136,530
648,136,535
648,136,1955
648,136,430
648,136,1226
3994,137,442
3994,137,1152
3994,137,1860
3994,137,1285
3994,137,1312
3994,137,200
3994,137,400
3994,137,1465
3994,137,1509
3568,138,1440
3568,138,304
3568,138,306
3568,138,1229
3568,138,1660
3568,138,128
1953,139,1158
1953,139,1167
1953,139,1500
1953,139,192
1953,139,89
1953,139,217
1953,139,868
900,140,1787
900,140,899
900,140,465
900,140,1479
900,140,1447
900,140,1243
943,141,1431
943,141,31
943,141,917
943,141,1780
943,141,492
1866,142,773
2960,143,1361
3004,144,1226
3004,144,1952
3004,144,1815
3004,144,1257
3004,144,1151
3004,144,1798
3004,144,526
3338,145,898
3338,145,1321
3338,145,117
3338,145,1494
3338,145,1671
3338,145,236
3338,145,584
3338,145,1685
3465,146,1858
3465,146,780
2523,147,1473
2523,147,1101
2523,147,1256
2523,147,861
2523,147,1392
2523,147,1337
2523,147,210
1816,148,1714
1816,148,1636
1816,148,1834
1816,148,509
1816,148,1403
1816,148,220
3844,149,187
3844,149,652
3844,149,1649
3844,149,1128
3844,149,375
2574,150,1686
2574,150,966
2574,150,1455
2574,150,768
2574,150,548
2574,150,63
2574,150,1516
2574,150,449
2574,150,532
1305,151,1504
1305,151,696
1305,151,1935
1305,151,546
1305,151,1185
3206,152,847
3206,152,1265
3206,152,1378
3206,152,369
3206,152,477
3206,152,578
3206,152,1640
3206,152,644
3724,153,1528
3724,153,1905
3724,153,1285
1155,154,575
1155,154,1829
1155,154,487
3845,155,1636
3845,155,1155
3845,155,752
3845,155,1575
3845,155,619
3845,155,1505
3845,155,1117
3845,155,738
3845,155,138
1281,156,1052
1281,156,1482
3704,157,1163
3704,157,590
3704,157,1545
3704,157,1160
3704,157,951
3704,157,1032
3704,157,1100
2710,158,1232
2710,158,1914
2710,158,113
2710,158,998
2710,158,1948
2710,158,1570
2710,158,1550
1156,159,676
1156,159,216
1156,159,1958
1156,159,228
1156,159,662
1156,159,862
1156,159,1610
1156,159,1757
824,160,879
824,160,434
3425,161,1898
3425,161,1577
3425,161,1039
3425,161,1338
3489,162,1824
3489,162,319
3489,162,1365
3489,162,1965
3489,162,1029
3489,162,102
3489,162,1725
3489,162,1207
3155,163,240
3155,163,116
3155,163,688
3155,163,4
3155,163,424
3155,163,982
3155,163,1778
3155,163,1138
2275,164,392
2275,164,1553
2275,164,1129
2275,164,1598
2275,164,1541
2275,164,1260
3301,165,1238
3301,165,1757
3301,165,1066
3301,165,1201
3301,165,1282
3301,165,1125
3301,165,1021
680,166,1383
680,166,1245
680,166,2000
680,166,1028
680,166,92
680,166,1786
680,166,514
3270,167,1709
3270,167,1525
65,168,13
65,168,1150
65,168,710
65,168,230
1280,169,1129
1280,169,1170
1280,169,644
1280,169,1254
1280,169,1316
1280,169,1000
1680,170,1774
1680,170,147
1680,170,779
1680,170,1865
1680,170,1147
1680,170,790
1680,170,1044
1680,170,1722
1680,170,1506
121,171,711
121,171,1888
3125,172,1502
3125,172,89
3125,172,1109
3125,172,271
3125,172,1463
3125,172,696
3125,172,1823
3446,173,1384
3446,173,1982
3446,173,1881
3446,173,983
3446,173,1450
3446,173,647
3446,173,440
3446,173,315
3446,173,602
1398,174,572
1398,174,2
3671,175,768
3671,175,1550
2155,176,1226
2155,176,1428
2155,176,1141
3434,177,1884
3434,177,218
3434,177,51
3434,177,881
3434,177,1275
3434,177,665
3434,177,1298
2537,178,154
2537,178,1513
2537,178,1664
2537,178,814
335,179,464
335,179,66
3924,180,1143
1592,181,438
1592,181,531
1592,181,1712
3691,182,1579
415,183,872
415,183,1335
415,183,841
415,183,686
415,183,217
415,183,1173
2458,184,1122
2458,184,1266
2458,184,1095
3837,185,1317
3382,186,977
3382,186,1532
3382,186,1466
3382,186,581
3382,186,1300
3382,186,1847
3382,186,431
3382,186,1079
3645,187,1542
3645,187,423
3645,187,1095
2151,188,1695
2151,188,822
2151,188,1480
2151,188,760
2151,188,721
1499,189,918
1499,189,419
1499,189,311
1499,189,909
1499,189,1654
1499,189,1406
1499,189,1411
704,190,842
704,190,903
704,190,665
3386,191,1099
3386,191,1955
3386,191,1857
3386,191,1305
3386,191,1811
3386,191,790
778,192,770
280,193,157
280,193,283
280,193,1637
280,193,442
280,193,1528
243,194,833
243,194,997
243,194,852
243,194,1130
243,194,1081
2526,195,620
2526,195,1054
2526,195,1930
2526,195,585
2526,195,7
2526,195,281
2526,195,1247
2526,195,1817
1460,196,817
1460,196,337
1460,196,1074
1460,196,1410
1460,196,1524
1460,196,110
1814,197,518
1814,197,1995
765,198,1314
765,198,657
765,198,1984
765,198,1045
765,198,150
2756,199,1429
2756,199,581
2756,199,1245
2756,199,1307
2756,199,1101
2756,199,334
3656,200,1296
3656,200,413
3656,200,1817
3656,200,456
